timestamp,eqp_id,chamber_id,recipe,MPH,TEMP,PRESSURE,RF_POWER,GAS_FLOW_1,GAS_FLOW_2,CHAMBER_LOAD
2025-06-24 01:50:00,EQP001,A,R101,49.2,420.3,100.37,250.5,30.9,11.6,80.9
2025-06-24 01:55:00,EQP001,A,R103,48.8,458.6962653712326,100.92,336.6389131471471,33.0,12.6,83.96443107257093
2025-06-24 02:00:00,EQP001,A,R102,51.0,420.0,101.54,256.6,39.5,12.4,79.2
2025-06-24 02:05:00,EQP001,A,R101,49.6,420.1,100.31,252.0,32.1,12.0,89.8
2025-06-24 02:10:00,EQP001,A,R103,51.0,419.1,100.33,245.0,34.8,12.3,83.7
2025-06-24 02:15:00,EQP001,A,R102,49.6,419.6,101.76,253.2,33.7,11.2,86.1
2025-06-24 02:20:00,EQP001,A,R101,47.0,422.1,101.23,231.6,34.7,11.2,89.5
2025-06-24 02:25:00,EQP001,A,R103,48.4,419.9,100.38,252.4,34.9,11.6,76.7
2025-06-24 02:30:00,EQP001,A,R103,50.1,419.0,100.17,243.0,36.8,10.6,85.0
2025-06-24 02:35:00,EQP001,A,R103,51.1,420.1,100.52,230.8,35.5,12.6,75.2
2025-06-24 02:40:00,EQP001,A,R103,48.8,421.2,100.99,247.9,33.1,11.2,81.9
2025-06-24 02:45:00,EQP001,A,R103,50.5,420.1,100.41,253.5,32.7,13.2,85.5
2025-06-24 02:50:00,EQP001,A,R101,51.8,422.4,100.79,267.2,36.0,11.4,89.9
2025-06-24 02:55:00,EQP001,A,R101,48.5,420.8,101.49,246.4,34.4,12.6,78.1
2025-06-24 03:00:00,EQP001,A,R102,49.5,449.5143884488894,100.38,307.50864608142837,37.2,11.6,97.5354133166459
2025-06-24 03:05:00,EQP001,A,R103,48.8,421.4,101.1,229.7,32.9,13.0,87.3
2025-06-24 03:10:00,EQP001,A,R103,48.4,422.5,101.33,244.5,34.8,12.3,82.1
2025-06-24 03:15:00,EQP001,A,R103,51.4,420.0,100.33,233.3,34.5,13.2,87.2
2025-06-24 03:20:00,EQP001,A,R102,50.2,421.8,101.13,238.4,32.1,12.2,87.4
2025-06-24 03:25:00,EQP001,A,R102,50.6,421.5,100.91,245.3,33.3,11.0,88.8
2025-06-24 03:30:00,EQP001,A,R102,50.1,419.7,100.99,242.9,35.4,10.7,75.4
2025-06-24 03:35:00,EQP001,A,R101,48.4,420.3,101.73,250.8,35.3,10.4,87.4
2025-06-24 03:40:00,EQP001,A,R103,49.1,418.8,100.97,258.0,33.8,12.9,81.0
2025-06-24 03:45:00,EQP001,A,R101,52.8,421.9,100.4,270.3,36.9,13.2,80.8
2025-06-24 03:50:00,EQP001,A,R103,50.7,422.0,101.52,255.9,36.2,11.9,77.2
2025-06-24 03:55:00,EQP001,A,R103,51.3,419.6,101.64,249.8,36.4,13.4,78.7
2025-06-24 04:00:00,EQP001,A,R102,49.7,419.5,100.69,250.3,31.6,12.7,81.4
2025-06-24 04:05:00,EQP001,A,R101,50.6,420.5,101.61,242.7,34.4,12.4,79.1
2025-06-24 04:10:00,EQP001,A,R101,51.0,420.2,101.12,268.1,35.3,12.2,90.4
2025-06-24 04:15:00,EQP001,A,R103,50.5,422.0,100.12,259.8,37.0,12.3,84.6
2025-06-24 04:20:00,EQP001,A,R101,49.0,419.8,100.92,247.0,34.0,12.5,83.9
2025-06-24 04:25:00,EQP001,A,R103,49.3,420.4,101.02,255.7,34.4,13.8,93.5
2025-06-24 04:30:00,EQP001,A,R101,49.8,421.7,101.8,249.1,34.4,10.4,81.5
2025-06-24 04:35:00,EQP001,A,R102,49.5,421.3,101.42,231.9,32.7,11.7,83.0
2025-06-24 04:40:00,EQP001,A,R102,49.5,419.9,101.01,248.7,31.0,9.9,85.9
2025-06-24 04:45:00,EQP001,A,R103,49.2,421.5,100.87,257.1,36.5,13.7,77.3
2025-06-24 04:50:00,EQP001,A,R102,49.4,421.9,101.03,251.1,37.9,10.9,81.8
2025-06-24 04:55:00,EQP001,A,R103,50.1,421.4,100.7,255.7,38.6,10.9,84.3
2025-06-24 05:00:00,EQP001,A,R102,50.5,421.2,101.8,232.9,39.0,9.9,84.7
2025-06-24 05:05:00,EQP001,A,R102,47.7,421.2,101.59,249.3,35.2,12.3,80.8
2025-06-24 05:10:00,EQP001,A,R101,51.1,420.7,101.33,259.1,36.7,12.9,90.1
2025-06-24 05:15:00,EQP001,A,R101,49.5,421.9,100.97,266.6,32.8,12.2,85.6
2025-06-24 05:20:00,EQP001,A,R102,50.9,421.3,101.26,260.4,35.1,11.4,82.6
2025-06-24 05:25:00,EQP001,A,R102,49.8,420.4,100.81,242.0,34.1,13.6,78.2
2025-06-24 05:30:00,EQP001,A,R101,49.7,422.6,100.58,254.2,37.9,11.8,78.3
2025-06-24 05:35:00,EQP001,A,R103,50.6,421.7,100.53,248.8,35.4,12.3,91.2
2025-06-24 05:40:00,EQP001,A,R102,49.6,423.2,101.82,254.2,34.0,13.7,85.0
2025-06-24 05:45:00,EQP001,A,R101,50.5,420.3,100.64,254.3,37.7,12.6,89.0
2025-06-24 05:50:00,EQP001,A,R103,48.8,421.7,100.39,247.9,32.6,12.2,80.3
2025-06-24 05:55:00,EQP001,A,R102,50.2,421.6,102.19,259.4,34.0,12.0,89.9
2025-06-24 06:00:00,EQP001,A,R103,48.4,420.5,100.94,257.2,33.8,10.7,85.7
2025-06-24 06:05:00,EQP001,A,R102,50.7,450.55781111708177,100.18,325.6989872040904,38.7,10.8,80.99489276267977
2025-06-24 06:10:00,EQP001,A,R102,50.3,420.6,101.01,253.9,31.7,11.3,89.8
2025-06-24 06:15:00,EQP001,A,R101,50.9,421.0,100.47,265.8,32.1,9.8,83.7
2025-06-24 06:20:00,EQP001,A,R102,50.2,421.6,100.97,263.8,35.9,14.1,85.8
2025-06-24 06:25:00,EQP001,A,R103,48.6,423.1,101.23,258.0,38.3,11.5,83.4
2025-06-24 06:30:00,EQP001,A,R101,50.5,420.0,101.22,245.7,42.1,13.4,80.8
2025-06-24 06:35:00,EQP001,A,R101,49.2,424.6,101.06,242.4,36.8,12.6,79.1
2025-06-24 06:40:00,EQP001,A,R103,50.8,421.8,101.55,259.7,34.2,12.1,84.3
2025-06-24 06:45:00,EQP001,A,R102,49.8,422.3,102.32,264.0,37.8,10.1,82.3
2025-06-24 06:50:00,EQP001,A,R102,49.3,423.8,100.17,259.7,34.0,11.7,90.9
2025-06-24 06:55:00,EQP001,A,R102,49.0,422.3,101.86,254.0,37.3,11.9,81.7
2025-06-24 07:00:00,EQP001,A,R102,49.4,421.5,100.54,251.5,31.2,11.4,80.2
2025-06-24 07:05:00,EQP001,A,R103,49.2,422.0,100.39,263.9,34.1,12.4,85.8
2025-06-24 07:10:00,EQP001,A,R101,50.5,421.6,101.43,250.3,35.6,11.7,87.6
2025-06-24 07:15:00,EQP001,A,R101,50.2,421.5,100.49,243.5,35.4,11.5,81.8
2025-06-24 07:20:00,EQP001,A,R103,49.9,422.5,101.07,260.4,34.0,12.1,86.5
2025-06-24 07:25:00,EQP001,A,R103,50.1,421.9,100.79,259.4,33.3,13.3,82.5
2025-06-24 07:30:00,EQP001,A,R101,50.9,421.2,100.66,247.3,34.8,12.0,93.3
2025-06-24 07:35:00,EQP001,A,R103,51.1,421.9,100.82,248.2,33.7,10.5,84.5
2025-06-24 07:40:00,EQP001,A,R101,49.6,423.2,100.72,267.1,33.8,13.1,88.5
2025-06-24 07:45:00,EQP001,A,R103,49.3,421.6,101.27,256.7,33.3,11.3,78.1
2025-06-24 07:50:00,EQP001,A,R103,48.4,422.9,101.41,255.6,34.8,11.8,93.3
2025-06-24 07:55:00,EQP001,A,R103,52.7,421.1,100.95,247.5,37.2,12.5,84.7
2025-06-24 08:00:00,EQP001,A,R103,49.8,422.2,100.49,246.8,37.4,11.3,84.5
2025-06-24 08:05:00,EQP001,A,R101,51.6,422.9,100.64,262.8,34.0,10.5,88.9
2025-06-24 08:10:00,EQP001,A,R102,50.8,421.6,101.73,232.4,32.1,11.0,84.7
2025-06-24 08:15:00,EQP001,A,R102,49.1,423.0,100.69,241.2,32.0,11.0,83.3
2025-06-24 08:20:00,EQP001,A,R102,48.9,423.8,101.63,236.4,32.2,10.8,76.2
2025-06-24 08:25:00,EQP001,A,R101,49.3,422.5,100.48,267.3,31.7,11.3,87.6
2025-06-24 08:30:00,EQP001,A,R103,49.8,424.2,100.31,236.0,35.8,12.4,98.8
2025-06-24 08:35:00,EQP001,A,R101,49.4,423.3,100.86,246.1,34.3,10.2,78.0
2025-06-24 08:40:00,EQP001,A,R102,48.2,423.5,101.85,252.6,33.3,10.8,98.9
2025-06-24 08:45:00,EQP001,A,R101,50.2,420.5,100.69,254.8,36.8,13.2,85.1
2025-06-24 08:50:00,EQP001,A,R103,48.5,422.0,99.9,240.1,35.4,11.0,72.9
2025-06-24 08:55:00,EQP001,A,R103,50.4,422.5,100.33,259.1,32.9,12.7,90.8
2025-06-24 09:00:00,EQP001,A,R101,49.5,422.2,100.44,248.9,37.7,11.2,84.3
2025-06-24 09:05:00,EQP001,A,R102,52.0,423.5,101.33,248.3,34.0,12.4,84.7
2025-06-24 09:10:00,EQP001,A,R101,50.4,422.4,100.72,249.3,32.2,13.6,86.2
2025-06-24 09:15:00,EQP001,A,R102,50.3,423.0,101.07,243.1,33.0,13.6,72.9
2025-06-24 09:20:00,EQP001,A,R102,48.3,422.5,100.65,239.1,32.2,12.0,88.8
2025-06-24 09:25:00,EQP001,A,R101,49.0,421.5,100.77,246.5,36.6,12.0,92.7
2025-06-24 09:30:00,EQP001,A,R101,51.1,423.1,101.34,254.6,36.2,10.5,94.5
2025-06-24 09:35:00,EQP001,A,R101,49.8,422.7,100.97,252.6,34.1,10.4,78.5
2025-06-24 09:40:00,EQP001,A,R102,50.1,422.6,101.13,252.4,34.5,10.7,76.2
2025-06-24 09:45:00,EQP001,A,R103,50.3,422.9,100.66,252.5,31.3,12.0,80.4
2025-06-24 09:50:00,EQP001,A,R101,51.0,425.1,100.93,261.8,36.3,13.8,84.1
2025-06-24 09:55:00,EQP001,A,R102,50.3,421.7,101.68,238.6,34.8,12.0,85.1
2025-06-24 10:00:00,EQP001,A,R101,48.9,421.8,101.03,256.6,36.7,11.9,87.8
2025-06-24 10:05:00,EQP001,A,R102,50.2,421.9,101.3,247.9,34.4,12.7,84.5
2025-06-24 10:10:00,EQP001,A,R103,49.5,422.2,101.06,248.1,34.5,12.0,78.2
2025-06-24 10:15:00,EQP001,A,R103,50.9,424.1,101.37,255.6,36.2,11.1,88.1
2025-06-24 10:20:00,EQP001,A,R101,51.9,423.2,100.67,255.5,37.9,12.5,89.5
2025-06-24 10:25:00,EQP001,A,R102,49.3,421.0,100.53,252.7,34.6,14.4,91.4
2025-06-24 10:30:00,EQP001,A,R101,49.6,422.0,100.51,278.2,38.1,12.8,83.3
2025-06-24 10:35:00,EQP001,A,R103,50.2,423.4,101.91,269.5,30.0,11.2,90.6
2025-06-24 10:40:00,EQP001,A,R101,50.3,424.6,100.15,248.3,33.6,10.8,80.8
2025-06-24 10:45:00,EQP001,A,R101,50.7,424.4,100.63,261.9,35.3,12.3,84.1
2025-06-24 10:50:00,EQP001,A,R103,50.4,456.71013418551416,101.93,358.454783035163,36.9,12.3,97.88328799261623
2025-06-24 10:55:00,EQP001,A,R101,50.1,421.0,100.63,242.6,36.6,11.9,93.6
2025-06-24 11:00:00,EQP001,A,R103,49.8,422.8,101.97,254.7,34.3,11.2,83.8
2025-06-24 11:05:00,EQP001,A,R103,49.7,423.0,101.32,232.5,34.7,11.0,84.6
2025-06-24 11:10:00,EQP001,A,R102,51.3,423.8,100.46,240.3,35.0,11.6,79.2
2025-06-24 11:15:00,EQP001,A,R101,48.8,423.6,100.53,248.3,33.0,13.6,82.8
2025-06-24 11:20:00,EQP001,A,R102,50.9,423.0,101.92,240.2,31.6,11.2,85.9
2025-06-24 11:25:00,EQP001,A,R102,49.3,424.2,100.34,250.3,33.7,12.0,87.6
2025-06-24 11:30:00,EQP001,A,R102,50.5,424.4,101.1,251.7,33.5,13.2,79.4
2025-06-24 11:35:00,EQP001,A,R101,50.3,423.5,101.23,246.2,36.9,12.4,84.9
2025-06-24 11:40:00,EQP001,A,R102,48.9,423.8,100.37,238.1,35.7,11.1,75.3
2025-06-24 11:45:00,EQP001,A,R101,47.2,422.9,100.79,240.0,35.9,10.5,85.7
2025-06-24 11:50:00,EQP001,A,R103,50.8,424.4,100.53,252.3,33.6,11.2,87.2
2025-06-24 11:55:00,EQP001,A,R103,50.1,423.2,101.31,253.3,36.5,9.9,89.4
2025-06-24 12:00:00,EQP001,A,R101,51.7,425.2,101.01,239.6,35.2,11.7,85.6
2025-06-24 12:05:00,EQP001,A,R103,50.6,423.7,101.15,248.1,35.4,11.9,89.0
2025-06-24 12:10:00,EQP001,A,R102,49.7,424.2,101.34,243.9,34.8,12.2,85.0
2025-06-24 12:15:00,EQP001,A,R101,49.1,424.0,101.87,240.4,34.4,12.4,88.6
2025-06-24 12:20:00,EQP001,A,R102,50.4,423.6,102.33,253.7,33.7,11.9,82.8
2025-06-24 12:25:00,EQP001,A,R103,50.1,422.1,100.99,257.4,35.7,12.5,86.7
2025-06-24 12:30:00,EQP001,A,R102,49.3,423.1,100.13,249.8,37.4,11.2,79.8
2025-06-24 12:35:00,EQP001,A,R101,50.6,424.1,100.62,262.2,36.1,13.8,81.1
2025-06-24 12:40:00,EQP001,A,R101,49.8,422.0,100.32,269.4,35.5,13.5,83.5
2025-06-24 12:45:00,EQP001,A,R103,50.1,424.5,99.69,243.6,37.6,12.2,85.4
2025-06-24 12:50:00,EQP001,A,R103,50.2,423.9,101.99,234.2,35.2,12.1,84.0
2025-06-24 12:55:00,EQP001,A,R102,49.9,424.7,101.05,261.2,36.5,11.2,89.3
2025-06-24 13:00:00,EQP001,A,R101,51.0,423.3,101.15,249.7,35.9,12.5,85.7
2025-06-24 13:05:00,EQP001,A,R103,51.0,423.1,101.46,226.9,34.4,11.8,83.1
2025-06-24 13:10:00,EQP001,A,R103,51.0,425.5,102.03,253.6,34.0,11.4,80.5
2025-06-24 13:15:00,EQP001,A,R102,50.5,424.2,100.8,267.8,33.1,11.9,82.4
2025-06-24 13:20:00,EQP001,A,R103,52.3,421.5,101.36,237.1,36.3,12.5,85.2
2025-06-24 13:25:00,EQP001,A,R101,49.7,423.2,101.36,258.1,31.0,11.5,84.5
2025-06-24 13:30:00,EQP001,A,R103,49.6,423.8,101.23,264.5,36.6,13.2,75.9
2025-06-24 13:35:00,EQP001,A,R103,51.0,423.8,101.33,242.7,35.9,12.4,95.1
2025-06-24 13:40:00,EQP001,A,R102,50.0,423.3,101.31,251.6,38.0,11.9,85.4
2025-06-24 13:45:00,EQP001,A,R103,48.9,422.5,100.74,240.7,35.2,10.0,79.6
2025-06-24 13:50:00,EQP001,A,R103,51.4,423.5,100.87,253.8,36.6,12.1,84.1
2025-06-24 13:55:00,EQP001,A,R103,49.6,423.3,101.62,234.6,36.4,12.6,73.8
2025-06-24 14:00:00,EQP001,A,R102,50.2,423.9,100.75,247.4,34.7,12.1,81.2
2025-06-24 14:05:00,EQP001,A,R103,49.0,423.5,101.36,259.8,34.6,11.3,90.2
2025-06-24 14:10:00,EQP001,A,R101,50.0,424.6,101.4,254.3,35.1,11.6,85.1
2025-06-24 14:15:00,EQP001,A,R101,49.1,424.1,101.44,248.6,36.6,12.9,83.3
2025-06-24 14:20:00,EQP001,A,R103,50.4,422.7,100.2,254.1,34.2,11.8,88.4
2025-06-24 14:25:00,EQP001,A,R101,50.7,424.7,100.98,254.2,34.9,11.7,79.6
2025-06-24 14:30:00,EQP001,A,R101,50.2,423.5,100.9,250.0,36.9,10.8,78.0
2025-06-24 14:35:00,EQP001,A,R101,49.0,422.8,100.09,251.1,34.2,12.0,83.7
2025-06-24 14:40:00,EQP001,A,R102,50.4,425.0,100.64,258.7,34.1,12.5,100.0
2025-06-24 14:45:00,EQP001,A,R103,49.1,425.2,101.18,257.5,38.5,11.2,87.8
2025-06-24 14:50:00,EQP001,A,R101,50.4,424.2,101.04,235.8,40.1,11.0,92.0
2025-06-24 14:55:00,EQP001,A,R101,49.1,424.0,101.37,250.9,35.4,10.5,85.4
2025-06-24 15:00:00,EQP001,A,R103,50.6,423.3,101.19,244.5,35.3,11.8,83.5
2025-06-24 15:05:00,EQP001,A,R102,49.7,423.4,99.69,240.3,32.9,12.1,90.6
2025-06-24 15:10:00,EQP001,A,R103,49.7,424.9,101.38,254.6,38.4,13.2,84.4
2025-06-24 15:15:00,EQP001,A,R103,48.2,423.6,101.97,242.0,31.3,12.2,83.0
2025-06-24 15:20:00,EQP001,A,R102,48.6,423.9,100.32,246.0,33.4,12.6,81.1
2025-06-24 15:25:00,EQP001,A,R103,50.1,425.8,100.0,256.4,37.0,14.2,89.8
2025-06-24 15:30:00,EQP001,A,R103,50.8,424.2,101.45,270.9,37.5,9.6,90.3
2025-06-24 15:35:00,EQP001,A,R103,51.6,421.4,101.28,238.4,37.4,12.1,83.7
2025-06-24 15:40:00,EQP001,A,R101,49.2,424.7,102.37,257.1,36.5,12.1,86.9
2025-06-24 15:45:00,EQP001,A,R101,49.3,424.7,101.44,234.1,34.3,13.7,76.3
2025-06-24 15:50:00,EQP001,A,R103,49.8,423.7,100.85,238.8,36.2,13.3,81.9
2025-06-24 15:55:00,EQP001,A,R103,51.1,423.8,101.54,249.0,32.7,12.2,93.0
2025-06-24 16:00:00,EQP001,A,R103,50.0,426.2,101.34,255.3,35.2,10.7,74.0
2025-06-24 16:05:00,EQP001,A,R101,49.4,425.6,101.81,257.9,35.5,13.3,76.6
2025-06-24 16:10:00,EQP001,A,R102,50.0,425.0,101.05,248.6,35.1,11.4,83.3
2025-06-24 16:15:00,EQP001,A,R102,48.8,424.6,102.28,244.0,38.5,12.6,93.5
2025-06-24 16:20:00,EQP001,A,R102,50.3,424.8,100.7,256.3,37.9,10.2,93.3
2025-06-24 16:25:00,EQP001,A,R102,47.8,423.9,100.07,251.7,33.4,12.7,77.6
2025-06-24 16:30:00,EQP001,A,R102,49.6,424.7,100.78,248.6,35.8,10.0,96.9
2025-06-24 16:35:00,EQP001,A,R102,48.2,425.2,101.4,244.7,36.8,12.5,80.1
2025-06-24 16:40:00,EQP001,A,R102,50.2,425.3,100.72,224.2,33.2,12.5,90.8
2025-06-24 16:45:00,EQP001,A,R101,51.7,423.3,101.29,228.1,35.0,11.4,84.7
2025-06-24 16:50:00,EQP001,A,R103,52.5,424.7,101.52,263.3,33.8,12.8,77.9
2025-06-24 16:55:00,EQP001,A,R103,50.2,425.5,100.5,253.5,32.3,13.6,83.3
2025-06-24 17:00:00,EQP001,A,R101,50.0,425.0,100.72,266.0,35.8,11.1,87.1
2025-06-24 17:05:00,EQP001,A,R102,49.5,425.0,101.3,245.7,34.5,13.6,89.9
2025-06-24 17:10:00,EQP001,A,R102,48.7,424.2,101.37,263.5,36.2,10.4,79.2
2025-06-24 17:15:00,EQP001,A,R102,49.3,424.9,100.91,251.8,33.4,13.0,87.1
2025-06-24 17:20:00,EQP001,A,R102,49.8,426.1,101.68,241.1,38.3,11.8,90.3
2025-06-24 17:25:00,EQP001,A,R103,51.2,424.8,100.64,248.7,30.7,13.8,77.0
2025-06-24 17:30:00,EQP001,A,R102,50.2,426.9,100.79,235.6,36.7,10.8,82.4
2025-06-24 17:35:00,EQP001,A,R101,48.9,424.0,101.11,253.1,35.9,14.2,86.1
2025-06-24 17:40:00,EQP001,A,R103,51.5,424.7,100.59,244.4,37.5,10.5,87.0
2025-06-24 17:45:00,EQP001,A,R101,49.0,423.2,100.39,252.6,37.0,10.6,86.5
2025-06-24 17:50:00,EQP001,A,R101,52.9,423.3,100.82,250.4,32.1,12.6,84.3
2025-06-24 17:55:00,EQP001,A,R103,51.1,426.0,101.77,252.3,36.3,12.0,83.1
2025-06-24 18:00:00,EQP001,A,R102,48.8,423.1,100.53,260.7,35.7,11.7,83.9
2025-06-24 18:05:00,EQP001,A,R102,50.9,426.3,100.67,242.3,33.8,11.1,85.7
2025-06-24 18:10:00,EQP001,A,R102,50.8,425.3,101.09,248.0,30.8,10.3,84.5
2025-06-24 18:15:00,EQP001,A,R103,51.3,425.2,101.41,254.6,36.3,12.6,82.8
2025-06-24 18:20:00,EQP001,A,R103,51.3,427.1,101.54,267.9,34.8,12.7,87.3
2025-06-24 18:25:00,EQP001,A,R103,50.5,426.5,101.03,256.5,32.0,10.7,89.5
2025-06-24 18:30:00,EQP001,A,R102,51.8,422.2,99.82,270.8,38.6,13.5,71.3
2025-06-24 18:35:00,EQP001,A,R102,51.0,425.8,101.38,261.4,30.6,12.3,73.9
2025-06-24 18:40:00,EQP001,A,R101,49.6,422.7,101.57,254.5,35.9,10.1,80.2
2025-06-24 18:45:00,EQP001,A,R102,50.9,426.2,102.09,258.2,33.3,13.7,88.8
2025-06-24 18:50:00,EQP001,A,R101,50.6,423.9,101.2,244.8,33.3,13.3,85.3
2025-06-24 18:55:00,EQP001,A,R101,48.8,425.0,101.77,274.6,39.3,12.3,81.9
2025-06-24 19:00:00,EQP001,A,R102,48.1,427.5,100.98,247.6,34.0,10.4,86.2
2025-06-24 19:05:00,EQP001,A,R101,50.3,426.0,101.34,261.3,32.5,13.1,87.4
2025-06-24 19:10:00,EQP001,A,R101,48.1,426.6,100.76,239.0,37.3,12.6,78.3
2025-06-24 19:15:00,EQP001,A,R102,48.4,426.7,100.05,258.1,33.0,9.9,81.4
2025-06-24 19:20:00,EQP001,A,R101,49.3,424.6,101.49,249.1,35.8,12.6,78.4
2025-06-24 19:25:00,EQP001,A,R103,50.5,424.8,101.61,237.1,35.8,10.8,91.7
2025-06-24 19:30:00,EQP001,A,R101,49.1,425.1,99.61,275.2,35.7,11.0,89.5
2025-06-24 19:35:00,EQP001,A,R103,48.8,425.3,100.57,245.6,35.7,9.9,85.5
2025-06-24 19:40:00,EQP001,A,R103,50.3,425.4,101.34,257.1,35.7,11.3,74.2
2025-06-24 19:45:00,EQP001,A,R103,49.9,424.9,100.29,238.3,31.9,11.2,84.9
2025-06-24 19:50:00,EQP001,A,R103,51.2,425.2,100.6,251.5,34.7,12.5,83.5
2025-06-24 19:55:00,EQP001,A,R101,50.1,426.7,100.85,260.2,36.8,12.6,85.9
2025-06-24 20:00:00,EQP001,A,R103,49.3,425.1,101.23,260.8,33.7,10.2,85.0
2025-06-24 20:05:00,EQP001,A,R103,49.7,425.5,100.82,252.2,35.3,11.7,88.2
2025-06-24 20:10:00,EQP001,A,R103,49.4,427.3,102.86,261.4,36.6,13.9,82.3
2025-06-24 20:15:00,EQP001,A,R101,49.8,425.0,100.85,260.0,35.2,12.1,78.1
2025-06-24 20:20:00,EQP001,A,R101,48.6,425.9,101.12,277.8,36.0,10.4,83.4
2025-06-24 20:25:00,EQP001,A,R103,49.7,426.5,101.13,260.2,32.8,12.2,85.9
2025-06-24 20:30:00,EQP001,A,R102,49.4,424.7,100.58,260.0,32.5,10.0,86.9
2025-06-24 20:35:00,EQP001,A,R102,51.0,425.9,102.07,229.7,34.4,11.5,85.5
2025-06-24 20:40:00,EQP001,A,R103,50.8,425.7,102.01,245.1,34.1,12.3,87.7
2025-06-24 20:45:00,EQP001,A,R101,51.3,426.6,101.36,238.0,31.5,13.2,87.7
2025-06-24 20:50:00,EQP001,A,R101,49.2,426.9,100.95,264.3,35.5,11.7,75.8
2025-06-24 20:55:00,EQP001,A,R102,50.9,427.8,101.79,248.9,34.1,11.8,100.0
2025-06-24 21:00:00,EQP001,A,R103,50.8,447.15157464292395,101.18,331.9015331383522,32.0,13.2,80.98004582839144
2025-06-24 21:05:00,EQP001,A,R103,51.3,426.5,101.36,248.1,35.1,11.8,85.3
2025-06-24 21:10:00,EQP001,A,R103,49.9,425.5,100.74,253.7,31.1,10.8,81.8
2025-06-24 21:15:00,EQP001,A,R103,51.2,425.3,101.44,246.2,35.4,12.2,80.6
2025-06-24 21:20:00,EQP001,A,R101,50.4,426.3,100.71,252.4,35.5,11.1,87.9
2025-06-24 21:25:00,EQP001,A,R102,49.2,427.7,101.76,236.8,31.3,12.3,80.9
2025-06-24 21:30:00,EQP001,A,R101,48.5,425.2,101.26,249.7,35.1,11.5,88.4
2025-06-24 21:35:00,EQP001,A,R102,50.3,426.7,101.77,248.1,35.4,10.5,84.6
2025-06-24 21:40:00,EQP001,A,R101,49.6,426.1,101.37,247.4,35.2,11.0,92.2
2025-06-24 21:45:00,EQP001,A,R101,49.8,426.6,99.82,257.3,34.7,11.4,76.8
2025-06-24 21:50:00,EQP001,A,R101,51.0,426.1,101.09,252.9,36.3,11.5,85.1
2025-06-24 21:55:00,EQP001,A,R101,50.0,426.4,100.63,251.3,30.9,11.6,83.2
2025-06-24 22:00:00,EQP001,A,R103,48.1,426.2,100.48,239.1,33.2,13.8,90.6
2025-06-24 22:05:00,EQP001,A,R101,51.1,427.2,101.29,250.6,34.1,12.8,84.5
2025-06-24 22:10:00,EQP001,A,R101,50.1,426.9,101.4,250.9,32.1,10.6,87.1
2025-06-24 22:15:00,EQP001,A,R102,50.9,426.9,101.7,243.5,34.8,11.3,84.3
2025-06-24 22:20:00,EQP001,A,R102,48.2,428.3,100.63,249.6,35.7,12.0,85.4
2025-06-24 22:25:00,EQP001,A,R101,49.2,425.9,100.83,251.2,34.6,14.1,77.7
